Score	Summary
0.8181818181818181	Антимонопольная служба одобрила сделку о приобретении ЛУКОЙЛом 99,9% ООО «Шелл нефть», но с условиями: от ЛУКОЙЛа требуют регулярно продавать нефтепродукты на бирже и не приобретать топливо в основную сессию торгов
0.2258064516129032	"ФАС России продлила ранее выданное АО ""Тандер"" (торговая сеть ""Магнит"") предписание еще на год, сообщается на сайте ведомства. Речь идет о предписании, которое ФАС России выдала АО ""Тандер"" в июле 2021 года при удовлетворении ходатайства о приобретении торговой сети ""Дикси"" и магазинов ""Мегамарт"", которое предусматривает ряд строгих ограничений и требований. Благодаря продлению предписания ретейлеры продолжат соблюдать добровольно взятые на себя обязательства по установлению нулевых торговых наценок на отдельные позиции ряда товаров ""потребительской корзины"" и будут далее поддерживать социально незащищенные слои населения посредством реализации программы лояльности для пенсионеров, их родственников и лиц, ухаживающих за ними. "
0.1999999999999999	ФАС разработала нормативы продажи газа на бирже для «Газпрома» и независимых производителей, следует из сообщения службы.
-0.6000000000000001	Дело против компании открыли еще осенью прошлого года. Регулятор пришел к выводу, что Apple злоупотребляет своим положением на рынке, не позволяя оплачивать покупки в приложениях за пределами App Store
-0.853658536585366	Вице-председатель и главный исполнительный директор американской корпорации Xerox Holdings Джон Висентин умер 28 июня от последствий болезни, говорится в заявлении на сайте компании.
0.1904761904761904	"МОСКВА, 26 июл - РИА Новости. Оператор газотранспортной системы (ОГТС) Украины утверждает, что ""Газпром"" без предупреждения увеличил давление в пограничном участке украинской газотранспортной системы, сообщает издание ""Страна.ua"". Отмечается, что специалисты оператора якобы обнаружили резкий рост давления на участке газопровода ""Уренгой-Помары-Ужгород"" вблизи границы с Россией. ""Изменение давления произошло без предупреждения со стороны ПАО ""Газпром"", - говорится в заявлении украинского оператора. Как отмечает издание, украинская сторона проинформировала ""Газпром"" о том, что несвоевременное сообщение информации о смене режимов может привести к внештатным ситуациям. "
-0.6153846153846154	Власти Украины призвали руководство американских и европейских банков разорвать связи с компаниями, которые торгуют российской нефтью, сообщает Financial Times.
-0.7931034482758621	Первым на место гибели семьи бывшего топ-менеджера Газпромбанка Владислава Аваева приехал его личный водитель. Следственный комитет расследует дело об убийстве малолетнего ребенка и беременной женщины.
-0.8571428571428572	Первым на место гибели семьи бывшего топ-менеджера Газпромбанка Владислава Аваева приехал его личный водитель. Следственный комитет расследует дело об убийстве малолетнего ребенка и беременной женщины.
0.4285714285714286	УГМК Искандера Махмудова и Андрея Бокарева получила от Газпромбанка права требования к золотодобывающей компании Petropavlovsk. Ранее УГМК претендовала на покупку GV Gold, но эта сделка приостановлена
-0.7435897435897436	Бывший вице-президент Газпромбанка Владислав Аваев, которого накануне нашли мертвым в квартире на Университетском проспекте в Москве, владел 13 единицами гражданского оружия, «в том числе нарезного, гладкоствольного и ограниченного поражения», сообщает ТАСС со ссылкой на пресс-службу Росгвардии.
-0.8181818181818181	Украина собирается начать новое арбитражное разбирательство с «Газпромом» по контракту на транзит газа. «Нафтогаз» не устраивает, что «Газпром» не полностью оплатил в мае законтрактованные мощности, хотя до этого украинская компания сама лишила монополию возможности использовать часть из них. По словам главы «Нафтогаза» Юрия Витренко, будут также возобновлены разбирательства по иску к «Газпрому» на $12 млрд, которые «Нафтогаз» обязался прекратить в рамках договоренностей конца 2019 года. Эксперты отмечают, что спор политизирован, его рассмотрение в арбитраже может затянуться не на один год, а итоговое решение может быть невозможно исполнить.
-0.1578947368421053	По данным “Ъ”, Siemens Energy 24 июля передала «Газпрому» экспортную лицензию Канады, позволяющую ремонтировать и транспортировать газовые турбины для «Северного потока». Теперь, чтобы Siemens могла ввезти турбину в Россию, «Газпром» должен изменить базис доставки машины с канадского Монреаля на конечный пункт в РФ. Из-за бумажных проволочек турбина уже пропустила паром, которым должна была уйти из Германии в Хельсинки 23 июля. Если стороны успешно обменяются документами, транспортировка машины может произойти в ближайшие несколько дней. Но источники “Ъ” сомневаются, что доставка турбины приведет к росту прокачки по «Северному потоку»: еще несколько машин нуждаются в ремонте.
-0.032258064516129	По данным “Ъ”, Siemens Energy 24 июля передала «Газпрому» экспортную лицензию Канады, позволяющую ремонтировать и транспортировать газовые турбины для «Северного потока». Теперь, чтобы Siemens могла ввезти турбину в Россию, «Газпром» должен изменить базис доставки машины с канадского Монреаля на конечный пункт в РФ. Из-за бумажных проволочек турбина уже пропустила паром, которым должна была уйти из Германии в Хельсинки 23 июля. Если стороны успешно обменяются документами, транспортировка машины может произойти в ближайшие несколько дней. Но источники “Ъ” сомневаются, что доставка турбины приведет к росту прокачки по «Северному потоку»: еще несколько машин нуждаются в ремонте.
-0.9285714285714286	Объявленный Украиной форс-мажор по транзиту российского газа через пункт Сохрановка ставит вопрос о том, продолжит ли «Газпром» платить Киеву за транзит в полном объеме. По условиям контракта «Газпром» обязан платить Украине за мощности по прокачке 109,5 млн кубометров в сутки, но теперь компания не может воспользоваться 30% забронированных мощностей. Глава «Нафтогаза Украины» Юрий Витренко заявил, что «Газпром» все равно должен платить за транзит полностью.
0.2121212121212121	Экс-президент США Дональд Трамп отказался возвращаться в Twitter после покупки компании основателем Tesla и Space X Илоном Маском.
0.1111111111111111	Бизнесмен, основатель TCS Group (владеет Тинькофф Банком, «Тинькофф Страхованием» и другими активами) Олег Тиньков после продажи доли в группе объявил, что уходит на пенсию.
0.5517241379310345	«Интеррос» выкупил долю Олега Тинькова в TCS Group, контролирующей Тинькофф-банк. Две недели назад холдинг Владимира Потанина договорился о покупке другого крупного банка — Росбанка у Societe Generale. Источники “Ъ” и эксперты отмечают, что, несмотря на «разные корпоративные культуры» банков, их бизнес хорошо дополняет друг друга, поэтому перспективным выглядит полное объединение. Но для этого потребуется выкупать доли других акционеров TCS Group, а также перевести ее в российскую юрисдикцию.
-0.5757575757575757	Ранее в китайском Куньшане, где расположены заводы Foxconn, была зафиксирована новая вспышка COVID-19. В компании заверили, что приостановка работы не повлияет на производство продуктов Apple
-0.3333333333333333	"ПАО ""ТГК-1"" приняло решение не публиковать финансовую отчетность по результатам первого полугодия 2022 года, говорится в сообщении компании."
0.25	Окружной судья штата Сан-Франциско Джеймс Донато отклонил иск бывшего президента США Дональда Трампа против Twitter, в котором оспаривалась блокировка аккаунта последнего, следует из письменного постановления судьи.
0.36	Решение суда касается телеканалов THT-Comedy, THT4 International, FRIDAY International, KHL TV и TNT Music. Теперь они могут продолжить работу в Латвии, однако регулятор обещал обжаловать вердикт
0.3076923076923077	Решение суда касается телеканалов THT-Comedy, THT4 International, FRIDAY International, KHL TV и TNT Music. Теперь они могут продолжить работу в Латвии, однако регулятор обещал обжаловать вердикт
-0.4399999999999999	Задержан топ-менеджер «Аэрофлота» Михаил Минаев. Он возглавляет департамент планирования воздушных судов
0.3170731707317073	Самолет «Аэрофлота» задержали в Коломбо по требованию лизинговой компании еще 2 июня, более 200 пассажиров тогда сняли с рейса. Воздешному судну разрешили вернуться в Россию
-0.9259259259259258	Airbus A330 компании «Аэрофлот» был задержан в международном аэропорту Бандаранаике накануне по требованию ирландской лизинговой компаниии. Суд Коломбо запретил самолету покидать страну до 16 июня
0.4090909090909091	Многие банки видят рост интереса магазинов и покупателей к платежам по QR-коду, в частности через систему ЦБ. «Китайский» способ оплаты набирает популярность в условиях, когда Apple Pay и Google Pay перестали работать в России
-0.3076923076923077	Ожидания выплаты дивидендов по акциям «Газпрома» спровоцировали спекулятивную игру с этими ценными бумагами. В середине торговой сессии крупная заявка обвалила котировки почти на 13%, что даже развернуло индекс Московской биржи. Однако решение компании выплатить рекордные дивиденды вернуло котировки к максимальному значению с конца февраля. Эксперты отмечают, что причиной колебаний могла быть манипуляция либо ошибка трейдера, усиленная технической продажей большого объема бумаг. В ЦБ говорят о возможности начала расследования этой ситуации.
-0.5	Сотрудники «Аэрофлота» пожаловались на реформу блока по техобслуживанию, состоящего из 2 тыс. человек, — специалисты опасаются сокращений. Перевозчик такой риск опровергает: в компании идет создание крупнейшего провайдера техуслуг
0.5609756097560976	"В четверг, 28 июля, ""Магнит"" опубликует финансовые результаты за 2 квартал и 1 полугодие 2022 года. Чистая прибыль во 2 квартале 2021 года составила 12,1 млрд рублей, а выручка достигла 424,3 млрд рублей (+9,6% г/г). O`KEY Group, в свою очередь, представит операционные результаты за 2 квартал и 1 полугодие 2022 год. Чистая розничная выручка O`KEY Group в 1 полугодии 2021 года выросла на 4% в годовом выражении до 87 698 млн рублей. Еще завтра бумаги O`KEY торгуются последний день с дивидендами. Совет директоров компании одобрил выплату промежуточных дивидендов в размере 8,5 млн евро, или 0,03159 евро на одну обыкновенную акцию. Закрытие дивидендного реестра - 1 августа 2022 года. Кроме того, завтра пройдет внеочередное общее собрание акционеров ТГК-14. Акционеры обсудят заключение договора с ""Промсвязьбанком"". И последнее, но не менее значимое событие - заседание совета директоров МТС. Совет среди прочих вопросов рассмотрит тему организационных изменений компании."
0.6875	Продажи смартфонов на российском рынке в апреле снизились, по данным ритейлеров, на 30%. При этом предпочтения пользователей сместились в сторону бюджетных моделей, в первую очередь китайских: в тройку лидеров вошел бренд Realme, вытеснив Apple на четвертое место. Китайская компания продолжает поставки в Россию и даже первой после начала военных действий на Украине планирует в ближайшее время анонс нового устройства. В целом рынок, по мнению аналитиков, вряд ли вернется к росту. Но поставки будут постепенно восстанавливаться, что приведет к определенному снижению цен.
-0.7297297297297298	Тело бывшего топ-менеджера ЛУКОЙЛа Александра Субботина обнаружили 8 мая в частном доме в Мытищах. Он умер от сердечной недостаточности. Сообщалось, что хозяин дома — шаман, проводивший ритуал вуду
0.75	НОВАТЭК на фоне санкций ЕС, запретивших поставку оборудования для сжижения газа, планирует построить СПГ-завод мощностью 5 млн тонн по российской технологии. Как сообщил глава компании Леонид Михельсон, уже начаты предпроектные работы. Пока не ясно, о какой ресурсной базе идет речь, но ранее аналогичная мощность заявлялась для проекта «Обского СПГ».
0.5416666666666667	В сети магазинов re: Store, которая продает технику Apple, сообщили РБК, что у нее в продаже есть продукция американской компани, поступившая на склады в июне, когда в России был разрешен параллельный импорт.
0.5789473684210527	MacBook и iPhone поступили на склады в июне, хотя Apple объявила о приостановке продаж 1 марта
0.631578947368421	“Ъ” узнал, что «Ростелеком» предложил назначить свою структуру единственным поставщиком вычислительной техники (серверов и СХД) для российского рынка и создать таким образом «единое окно» для закупок. Речь может идти о поставках не только ведомствам, но и коммерческим компаниям. По данным “Ъ”, идея обсуждается, но ее резко критикуют другие российские IT-интеграторы и не поддерживают в Минцифры.
-0.8333333333333333	Международная система передачи межбанковской информации SWIFT с 14 июня прекращает обслуживание трех российских банков, которые в рамках шестого пакета санкций решил отключить от этой системы Евросоюз.
-0.5789473684210527	РФ фактически начала вводить поэтапное эмбарго на поставки газа в ЕС: из-за принятых Россией санкций «Газпром» больше не будет поставлять газ в Германию по трубопроводу Ямал—Европа, а также снабжать свои бывшие сбытовые предприятия в стране. Но формулировки контрсанкций обернулись и против самой России. Теперь НОВАТЭК, возможно, не сумеет продать 3 млн тонн СПГ в год «Газпрому», а сам «Газпром» — до 1 млн тонн с проекта «Сахалин-2».
-0.6875	Помимо этого под санкции попала Объединенная судостроительная корпорация. Обе компании подпадают под действие указа, предусматривающего блокировку активов
-0.3529411764705882	В Соединенных Штата ограничили использование вакцины Johnson & Johnson от COVID-19 из-за риска образования тромбов.
-0.6551724137931034	Министерство торговли США лишил на 180 дней экспортных привилегий три российские авиакомпании: «Аэрофлот», Utair и Azur Air.
-0.2592592592592593	СПБ Биржа предупредила о возможной приостановке торгов ценными бумагами иностранных эмитентов, сообщается на сайте учреждения.
0.7058823529411764	СПБ Биржа начинает торги акциями компаний из Гонконга. С 20 июня инвесторам будут доступны 12 бумаг, но к концу года их число вырастет до 200. Расчеты будут идти в гонконгских долларах без участия европейских клиринговых компаний
0.5555555555555556	Дивиденды по иностранным бумагам, выплаченные компаниями в июне, поступят на счета инвесторов в августе, рассказал глава СПБ Биржи Роман Горюнов. Но деньги получат только держатели бумаг, размещенных на торговых счетах
-0.4482758620689655	Сервис доставки грузов и документов СДЭК сообщил о нарушениях на таможне в аэропортах Москвы, а также на авиационном таможенном посту Центра электронного декларирования (ЦЭД).
-0.3157894736842105	Первая партия товаров, заказанных из-за границы через CDEK.Shopping, уже доставлена адресатам. Задержку в компании объяснили необходимостью срочно искать новые маршруты и схемы оплаты «в текущих реалиях»
-0.92	По данным СБУ, речь идет об активах российских госкомпаний на Украине на сумму свыше $71 млн. В «Роснефти» опровергали информацию о наличии активов в стране
-0.8333333333333333	Отказ акционеров «Газпрома» одобрить предложенные советом директоров дивиденды привел к обвалу не только котировок акций монополии, но и всего российского фондового рынка. По итогам дня индекс Московской биржи потерял более 7%, вернувшись к значениям конца апреля. Инвесторы активно продавали, закладывая в свои модели возможный отказ собраний акционеров от дивидендов и других госкомпаний.
0.7209302325581395	"Российский рынок начал торги четверга повышением индикаторов: рублевый индекс МосБиржи в первые минуты торгов прибавил 0,65% до 2210,38 пункта, долларовый РТС поднялся на 1,6% до 1172,41 пункта. Лидируют акции ""Селигдара"" (+3,16%), эмитент теперь торгуется в первом котировальном списке, а также ""Магнита"" (+2,17%) на фоне публикации квартальной отчетности, ""РусГидро"" (+1,68%), которая сегодня отчитается по РСБУ. В числе аутсайдеров - недавние фавориты: CIAN(-3,16%), Ozon(-0,91%), группа ЛСР (-0,18%). На сырьевом рынке цены на нефть возобновили рост на фоне статистики по запасам в США за неделю, показавшей сокращение резервов бензина. Сентябрьский фьючерс на марку Brent подорожал на 1,26% до $107,96 за баррель,контракт на сорт Light - на 1,73% до $98,94 за ""бочку"". На валютной секции Мосбиржи рубль укрепляется к корзине валют. Доллар подешевел на 0,77% до 59,42 рубля, евро - на 0,25% до 60,58 рубля. "
0.3846153846153846	Руководитель отдела корпоративной стратегии, коммуникаций и отношений с инвесторами группы VEON Алекс Болис назначен советником генерального директора и финансового директора группы. Об этом сообщила компания. В своей новой роли Болис сосредоточится на специальных проектах, касающихся как группы, так и конкретных стран. Служба по связям с инвесторами VEON теперь будет подчиняться финансовому директору группы Серкану Окандану, а по связям с общественностью - главному директору группы по персоналу Михаэлю Шульцу.
-0.7241379310344827	В Сеть попали документы внутренних аккаунтов «Ростелекома», в них содержится более 1 тыс. строк с именами и фамилиям, электронными адресами и телефонами. Компания начала расследование утечки
-0.3999999999999999	В список вошли Gazprom Germania, в которой «Газпром» прекратил участие больше месяца назад, и другие европейские активы. С ними запрещены сделки, также зафрахтованным ими судам нельзя заходить в российские порты
0.5384615384615385	Международная компания покинула рынок из-за ситуации на Украине, ее российское подразделение выкупили местные топ-менеджеры. Оно продолжит работу, но под другим брендом
-0.6153846153846154	В июне неизвестные два раза выкладывали в Сеть таблицы с персональными данными — сначала с внутренними аккаунтами «Ростелекома», а затем с информацией пользователей сервиса «Умный дом»
0.5675675675675675	Большую часть всех субсидий правительства получат три авиакомпании — «Аэрофлот», S7 и «Победа», причем «Аэрофлоту» достанется четверть общей суммы
-0.0344827586206896	«Газпром нефть» просит правительство доработать налогообложение доходов по соглашениям о сервисных рисках (ССР), которые могут позволить инвесторам из «дружественных» стран участвовать в нефтегазовых проектах в России без угрозы вторичных санкций. Такие соглашения не предусматривают передачи долей и создания общего имущества, позволяя распределять доходы или продукцию между партнерами на договорной основе.
-0.588235294117647	Twitter превратился в трибуну экстремистов и рупор антироссийской пропаганды, написал в Telegram генеральный директор «Роскосмоса» Дмитрий Рогозин после того, как был заблокирован его аккаунт в этой соцсети.
-0.36	Несколько точек в разных городах России закрыл re: Store, в Санкт-Петербурге перестали работать четыре магазина iPort. Источник «Коммерсанта» объяснил закрытие низким спросом и дефицитом товаров
-0.8378378378378379	Сверхлегкая ракета Rocket 3.3 от американской Astra Space не смогла вывести на орбиту два метеорологических спутника миссии NASA Tropics из-за сбоя с двигателем второй ступени спустя около 10 минут после запуска, сообщила компания-разработчик носителя в Twitter.
0.4857142857142857	Компания «Соколиные сады», подконтрольная акционерам ЛУКОЙЛа Вагиту Алекперову и Леониду Федуну и управляющая около 500 га яблоневых садов в Воронежской области, задумалась о развитии этого бизнеса. В ее периметре создана новая структура в том числе для производства сидра. Это позволит задействовать техническое яблоко, не подходящее для продажи в торговых сетях, а также выйти в востребованный на алкогольном рынке сегмент.
0.073170731707317	Регулятор, правительство и «Газпром» будут отчитываться главе государства ежемесячно. Путин распорядился перевести оплату за газ для недружественных стран в рубли 23 марта.
-0.7073170731707317	Пресс-служба VK сообщила РБК, что первый заместитель генерального директора Владимир Габриелян погиб «в результате трагического происшествия».
0.6585365853658536	Такой вариант предложило российское подразделение, он позволит продолжить операционную деятельность в России. Ранее компания решила сократить более 300 сотрудников в России, но дальнейших увольнений не планируется
-0.5714285714285714	Мобильное приложение Газпромбанка пропало из App Store.
-0.6129032258064515	Приложение российской авиакомпании «Аэрофлот» теперь недоступно в App Store, следует из данных сервиса и сообщения перевозчика.
0.4545454545454546	Пресс-секретарь председателя правления «Газпрома» Сергей Куприянов назначен новым председателем совета директоров VK (ранее Mail.Ru Group), говорится в сообщении компании.
0.2777777777777777	Речь идет о компании Gazprom MarkeingTrading Singapore, которая ранее попала под российские санкции. Ей разрешены поставки СПГ в течение 90 дней
0.5454545454545454	Венгерская энергокомпания MVM обсуждает с «Газпромом» перевод расчетов за газ в рублях. Ранее премьер-министр страны Орбан заявлял, что отказ от российских энергоносителей будет катастрофичен для Венгрии
-0.3333333333333333	«Совкомфлот», один из мировых лидеров в сфере морских танкерных перевозок, планирует продать часть судов, сообщает компания.
0.0	Варшава обязала НОВАТЭК, чьи активы оказались заморожены из-за местных санкций, предоставить доступ к своей газовой инфраструктуре польским госкомпаниям. Из-за заморозки активов НОВАТЭК прекратил поставки топлива в страну. Теперь польские PGNiG, PSG и Gaz-System будут поставлять природный газ клиентам в районах, пострадавших от прекращения поставок. При этом пока формально НОВАТЭК остается владельцем инфраструктуры.
-0.28	Польша обязала компанию НОВАТЭК передать государству принадлежащую ей газотранспортную инфраструктуру, заявил официальный представитель правительства Польши Петр Мюллер.
